id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,cantidad,precio_unitario,monto_descuento,monto_total,categoria_producto,costo_unitario,proveedor,costo_total,margen_bruto
order_10818,user_5443,2025-02-06,Argentina,desktop,social,Blender-XL-Red,2.0,106.47,5.0,207.94,Hogar,176.64,Long-Reid,353.28,-145.33999999999997
order_10819,user_5987,2025-05-09,Colombia,mobile,social,Vacuum-Pro-Black,2.0,484.32,0.0,968.64,Hogar,16.6,"Rivera, Carr and Finley",33.2,935.4399999999999
order_10820,user_2463,2025-02-08,Mexico,mobile,paid_search,Laptop-Gaming-16GB,2.0,354.87,0.0,709.74,Electrónica,280.68,"Fuller, Pena and Myers",561.36,148.38
order_10821,user_5661,2025-06-12,Colombia,mobile,paid_search,Tablet-Standard-64GB,1.0,439.64,5.0,434.64,Electrónica,25.21,Bowers LLC,25.21,409.43
order_10822,user_5222,2025-04-02,Argentina,mobile,paid_search,Sneakers-Urban-42,2.0,497.27,5.0,989.54,Moda,17.21,Greene-Smith,34.42,955.12
order_10823,user_3191,2025-04-13,Mexico,mobile,paid_search,Vacuum-Pro-Black,1.0,465.4,0.0,465.4,Hogar,16.6,"Rivera, Carr and Finley",16.6,448.79999999999995
order_10824,user_5125,2025-04-08,Argentina,mobile,social,Vacuum-Pro-Black,2.0,64.27,0.0,128.54,Hogar,16.6,"Rivera, Carr and Finley",33.2,95.33999999999999
order_10825,user_1786,2025-05-26,Colombia,mobile,paid_search,Vacuum-Pro-Black,1.0,465.09,0.0,465.09,Hogar,16.6,"Rivera, Carr and Finley",16.6,448.48999999999995
order_10826,user_1453,2025-02-07,Mexico,desktop,paid_search,Blender-XL-Red,1.0,57.37,10.0,47.37,Hogar,176.64,Long-Reid,176.64,-129.26999999999998
order_10827,user_3048,2025-02-19,Colombia,mobile,paid_search,Tablet-Standard-64GB,1.0,192.5,0.0,192.5,Electrónica,25.21,Bowers LLC,25.21,167.29
order_10828,user_5422,2025-05-08,Argentina,mobile,social,Jacket-Winter-M,2.0,185.37,0.0,370.74,Moda,189.31,Mcmillan-Rhodes,378.62,-7.8799999999999955
order_10829,user_7697,2025-01-23,Argentina,mobile,social,Phone-Pro-128GB,2.0,115.54,0.0,231.08,Electrónica,10.12,King Ltd,20.24,210.84
order_10830,user_1798,2025-01-03,Colombia,mobile,social,Sneakers-Urban-42,1.0,422.43,0.0,422.43,Moda,17.21,Greene-Smith,17.21,405.22
order_10831,user_2399,2025-02-28,Mexico,desktop,paid_search,Phone-Pro-128GB,2.0,231.1,10.0,452.2,Electrónica,10.12,King Ltd,20.24,431.96
order_10832,user_2277,2025-06-12,Argentina,mobile,social,Tablet-Standard-64GB,2.0,196.75,0.0,393.5,Electrónica,25.21,Bowers LLC,50.42,343.08
order_10833,user_6842,2025-06-12,Mexico,mobile,paid_search,Blender-XL-Red,2.0,421.92,10.0,833.84,Hogar,176.64,Long-Reid,353.28,480.56000000000006
order_10834,user_805,2025-02-03,Colombia,desktop,organic,Sneakers-Urban-42,1.0,177.86,0.0,177.86,Moda,17.21,Greene-Smith,17.21,160.65
order_10835,user_4247,2025-05-22,Argentina,mobile,paid_search,Vacuum-Pro-Black,1.0,234.95,0.0,234.95,Hogar,16.6,"Rivera, Carr and Finley",16.6,218.35
order_10836,user_6227,2025-01-13,Mexico,mobile,organic,Vacuum-Pro-Black,2.0,302.16,0.0,604.32,Hogar,16.6,"Rivera, Carr and Finley",33.2,571.12
order_10837,user_2109,2025-02-10,Argentina,desktop,organic,Tablet-Standard-64GB,2.0,336.43,0.0,672.86,Electrónica,25.21,Bowers LLC,50.42,622.44
order_10838,user_1788,2025-01-12,Argentina,desktop,paid_search,Sneakers-Urban-42,2.0,466.08,10.0,922.16,Moda,17.21,Greene-Smith,34.42,887.74
order_10839,user_4202,2025-06-19,Mexico,mobile,organic,Vacuum-Pro-Black,1.0,389.71,0.0,389.71,Hogar,16.6,"Rivera, Carr and Finley",16.6,373.10999999999996
order_10840,user_6693,2025-03-10,Mexico,desktop,social,Blender-XL-Red,2.0,140.72,10.0,271.44,Hogar,176.64,Long-Reid,353.28,-81.83999999999997
order_10841,user_4060,2025-06-07,Mexico,mobile,social,Jacket-Winter-M,2.0,358.9,10.0,707.8,Moda,189.31,Mcmillan-Rhodes,378.62,329.17999999999995
order_10842,user_203,2025-02-02,Mexico,desktop,social,Phone-Pro-128GB,1.0,460.35,10.0,450.35,Electrónica,10.12,King Ltd,10.12,440.23
order_10843,user_7256,2025-02-18,Mexico,desktop,organic,Blender-XL-Red,2.0,361.26,0.0,722.52,Hogar,176.64,Long-Reid,353.28,369.24
order_10844,user_5043,2025-02-01,Mexico,mobile,organic,Sneakers-Urban-42,1.0,70.05,15.0,55.05,Moda,17.21,Greene-Smith,17.21,37.839999999999996
order_10845,user_7804,2025-03-31,Mexico,mobile,paid_search,Vacuum-Pro-Black,2.0,118.42,0.0,236.84,Hogar,16.6,"Rivera, Carr and Finley",33.2,203.64
order_10846,user_3105,2025-03-27,Argentina,mobile,organic,Phone-Pro-128GB,2.0,333.34,5.0,661.68,Electrónica,10.12,King Ltd,20.24,641.4399999999999
order_10847,user_6820,2025-01-12,Mexico,desktop,paid_search,Blender-XL-Red,2.0,385.51,0.0,771.02,Hogar,176.64,Long-Reid,353.28,417.74
order_10848,user_4349,2025-05-12,Argentina,mobile,paid_search,Sneakers-Urban-42,1.0,53.34,5.0,48.34,Moda,17.21,Greene-Smith,17.21,31.130000000000003
order_10849,user_5125,2025-06-14,Argentina,mobile,social,Blender-XL-Red,2.0,65.34,0.0,130.68,Hogar,176.64,Long-Reid,353.28,-222.59999999999997
order_10850,user_7295,2025-02-07,Argentina,desktop,paid_search,Jacket-Winter-M,1.0,283.73,10.0,273.73,Moda,189.31,Mcmillan-Rhodes,189.31,84.42000000000002
order_10851,user_5035,2025-05-13,Mexico,desktop,social,Laptop-Gaming-16GB,1.0,341.55,0.0,341.55,Electrónica,280.68,"Fuller, Pena and Myers",280.68,60.870000000000005
order_10852,user_2946,2025-04-08,Colombia,desktop,paid_search,Tablet-Standard-64GB,1.0,369.66,0.0,369.66,Electrónica,25.21,Bowers LLC,25.21,344.45000000000005
order_10853,user_4303,2025-05-22,Mexico,desktop,social,Blender-XL-Red,1.0,210.01,0.0,210.01,Hogar,176.64,Long-Reid,176.64,33.370000000000005
order_10854,user_7220,2025-02-16,Mexico,desktop,paid_search,Sneakers-Urban-42,2.0,136.52,5.0,268.04,Moda,17.21,Greene-Smith,34.42,233.62
order_10855,user_367,2025-04-18,Argentina,desktop,organic,Vacuum-Pro-Black,1.0,202.87,0.0,202.87,Hogar,16.6,"Rivera, Carr and Finley",16.6,186.27
order_10856,user_1899,2025-03-18,Colombia,desktop,social,Laptop-Gaming-16GB,1.0,72.53,0.0,72.53,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-208.15
order_10857,user_4391,2025-03-09,Colombia,mobile,organic,Jacket-Winter-M,2.0,467.66,0.0,935.32,Moda,189.31,Mcmillan-Rhodes,378.62,556.7
order_10858,user_2209,2025-04-13,Colombia,mobile,social,Laptop-Gaming-16GB,1.0,150.69,15.0,135.69,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-144.99
order_10859,user_5706,2025-06-05,Mexico,desktop,social,Blender-XL-Red,2.0,433.29,0.0,866.58,Hogar,176.64,Long-Reid,353.28,513.3000000000001
order_10860,user_3456,2025-01-11,Mexico,desktop,organic,Vacuum-Pro-Black,2.0,487.76,0.0,975.52,Hogar,16.6,"Rivera, Carr and Finley",33.2,942.3199999999999
order_10861,user_6645,2025-01-06,Argentina,mobile,paid_search,Tablet-Standard-64GB,2.0,463.64,0.0,927.28,Electrónica,25.21,Bowers LLC,50.42,876.86
order_10862,user_6262,2025-01-22,Argentina,mobile,organic,Sneakers-Urban-42,2.0,110.32,5.0,215.64,Moda,17.21,Greene-Smith,34.42,181.21999999999997
order_10863,user_6255,2025-05-30,Mexico,desktop,organic,Sneakers-Urban-42,1.0,36.23,0.0,36.23,Moda,17.21,Greene-Smith,17.21,19.019999999999996
order_10864,user_6521,2025-04-22,Mexico,desktop,organic,Tablet-Standard-64GB,1.0,299.48,0.0,299.48,Electrónica,25.21,Bowers LLC,25.21,274.27000000000004
order_10865,user_3053,2025-06-26,Argentina,mobile,social,Laptop-Gaming-16GB,1.0,458.26,0.0,458.26,Electrónica,280.68,"Fuller, Pena and Myers",280.68,177.57999999999998
order_10866,user_4503,2025-01-10,Mexico,desktop,social,Jacket-Winter-M,1.0,267.55,5.0,262.55,Moda,189.31,Mcmillan-Rhodes,189.31,73.24000000000001
order_10867,user_1744,2025-04-10,Colombia,desktop,paid_search,Sneakers-Urban-42,1.0,454.44,0.0,454.44,Moda,17.21,Greene-Smith,17.21,437.23
order_10868,user_4806,2025-04-01,Colombia,desktop,paid_search,Phone-Pro-128GB,2.0,190.3,0.0,380.6,Electrónica,10.12,King Ltd,20.24,360.36
order_10869,user_3211,2025-02-04,Colombia,desktop,paid_search,Phone-Pro-128GB,1.0,344.69,0.0,344.69,Electrónica,10.12,King Ltd,10.12,334.57
order_10870,user_1029,2025-05-24,Colombia,mobile,organic,Blender-XL-Red,1.0,483.76,0.0,483.76,Hogar,176.64,Long-Reid,176.64,307.12
order_10871,user_729,2025-05-11,Mexico,mobile,social,Vacuum-Pro-Black,1.0,30.84,0.0,30.84,Hogar,16.6,"Rivera, Carr and Finley",16.6,14.239999999999998
order_10872,user_1116,2025-04-24,Argentina,desktop,social,Jacket-Winter-M,2.0,254.24,5.0,503.48,Moda,189.31,Mcmillan-Rhodes,378.62,124.86000000000001
order_10873,user_4057,2025-04-08,Argentina,mobile,paid_search,Blender-XL-Red,1.0,187.83,0.0,187.83,Hogar,176.64,Long-Reid,176.64,11.190000000000026
order_10874,user_669,2025-06-28,Argentina,desktop,social,Jacket-Winter-M,1.0,32.3,0.0,32.3,Moda,189.31,Mcmillan-Rhodes,189.31,-157.01
order_10875,user_6527,2025-06-07,Argentina,desktop,paid_search,Laptop-Gaming-16GB,1.0,139.24,5.0,134.24,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-146.44
order_10876,user_3640,2025-03-02,Colombia,mobile,social,Phone-Pro-128GB,2.0,427.61,5.0,850.22,Electrónica,10.12,King Ltd,20.24,829.98
order_10877,user_4849,2025-04-10,Colombia,mobile,organic,Vacuum-Pro-Black,2.0,344.4,10.0,678.8,Hogar,16.6,"Rivera, Carr and Finley",33.2,645.5999999999999
order_10878,user_5993,2025-01-14,Argentina,mobile,paid_search,Phone-Pro-128GB,1.0,163.38,0.0,163.38,Electrónica,10.12,King Ltd,10.12,153.26
order_10879,user_2005,2025-02-02,Colombia,mobile,organic,Sneakers-Urban-42,2.0,448.41,5.0,891.82,Moda,17.21,Greene-Smith,34.42,857.4000000000001
order_10880,user_5700,2025-02-05,Argentina,desktop,social,Vacuum-Pro-Black,1.0,248.33,0.0,248.33,Hogar,16.6,"Rivera, Carr and Finley",16.6,231.73000000000002
order_10881,user_1777,2025-01-06,Colombia,desktop,paid_search,Sneakers-Urban-42,2.0,423.5,0.0,847.0,Moda,17.21,Greene-Smith,34.42,812.58
order_10882,user_2232,2025-01-26,Argentina,desktop,paid_search,Vacuum-Pro-Black,1.0,98.14,10.0,88.14,Hogar,16.6,"Rivera, Carr and Finley",16.6,71.53999999999999
order_10883,user_1741,2025-02-19,Mexico,mobile,organic,Vacuum-Pro-Black,1.0,124.11,0.0,124.11,Hogar,16.6,"Rivera, Carr and Finley",16.6,107.50999999999999
order_10884,user_7975,2025-01-03,Mexico,mobile,paid_search,Blender-XL-Red,1.0,395.76,0.0,395.76,Hogar,176.64,Long-Reid,176.64,219.12
order_10885,user_2560,2025-05-04,Colombia,mobile,organic,Blender-XL-Red,1.0,84.62,0.0,84.62,Hogar,176.64,Long-Reid,176.64,-92.01999999999998
order_10886,user_4920,2025-03-12,Argentina,mobile,paid_search,Vacuum-Pro-Black,1.0,48.58,5.0,43.58,Hogar,16.6,"Rivera, Carr and Finley",16.6,26.979999999999997
order_10887,user_3378,2025-04-25,Mexico,mobile,paid_search,Phone-Pro-128GB,1.0,368.01,10.0,358.01,Electrónica,10.12,King Ltd,10.12,347.89
order_10888,user_6602,2025-01-21,Mexico,mobile,social,Laptop-Gaming-16GB,1.0,296.29,0.0,296.29,Electrónica,280.68,"Fuller, Pena and Myers",280.68,15.610000000000014
order_10889,user_4502,2025-06-07,Mexico,desktop,organic,Phone-Pro-128GB,2.0,147.45,0.0,294.9,Electrónica,10.12,King Ltd,20.24,274.65999999999997
order_10890,user_863,2025-05-11,Colombia,desktop,paid_search,Jacket-Winter-M,2.0,482.07,0.0,964.14,Moda,189.31,Mcmillan-Rhodes,378.62,585.52
order_10891,user_4138,2025-03-26,Mexico,desktop,social,Jacket-Winter-M,2.0,389.77,0.0,779.54,Moda,189.31,Mcmillan-Rhodes,378.62,400.91999999999996
order_10892,user_4599,2025-03-07,Colombia,desktop,organic,Vacuum-Pro-Black,2.0,366.39,0.0,732.78,Hogar,16.6,"Rivera, Carr and Finley",33.2,699.5799999999999
order_10893,user_5580,2025-05-14,Colombia,mobile,paid_search,Sneakers-Urban-42,1.0,370.27,0.0,370.27,Moda,17.21,Greene-Smith,17.21,353.06
order_10894,user_6190,2025-03-24,Colombia,desktop,paid_search,Sneakers-Urban-42,1.0,190.14,0.0,190.14,Moda,17.21,Greene-Smith,17.21,172.92999999999998
order_10895,user_310,2025-05-24,Argentina,desktop,paid_search,Vacuum-Pro-Black,1.0,72.97,0.0,72.97,Hogar,16.6,"Rivera, Carr and Finley",16.6,56.37
order_10896,user_3852,2025-05-26,Colombia,mobile,paid_search,Vacuum-Pro-Black,1.0,255.96,0.0,255.96,Hogar,16.6,"Rivera, Carr and Finley",16.6,239.36
order_10897,user_5161,2025-01-19,Colombia,mobile,paid_search,Vacuum-Pro-Black,2.0,302.34,10.0,594.68,Hogar,16.6,"Rivera, Carr and Finley",33.2,561.4799999999999
order_10898,user_3792,2025-02-01,Colombia,mobile,social,Sneakers-Urban-42,1.0,269.1,0.0,269.1,Moda,17.21,Greene-Smith,17.21,251.89000000000001
order_10899,user_6063,2025-05-25,Colombia,desktop,organic,Laptop-Gaming-16GB,2.0,233.53,10.0,457.06,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-104.30000000000001
order_10900,user_1712,2025-04-03,Colombia,desktop,social,Sneakers-Urban-42,2.0,327.0,5.0,649.0,Moda,17.21,Greene-Smith,34.42,614.58
order_10901,user_7664,2025-04-23,Mexico,desktop,organic,Sneakers-Urban-42,1.0,29.1,15.0,14.100000000000001,Moda,17.21,Greene-Smith,17.21,-3.1099999999999994
order_10902,user_1502,2025-03-03,Mexico,desktop,paid_search,Phone-Pro-128GB,1.0,498.71,0.0,498.71,Electrónica,10.12,King Ltd,10.12,488.59
order_10903,user_1252,2025-01-24,Colombia,desktop,organic,Laptop-Gaming-16GB,2.0,291.94,5.0,578.88,Electrónica,280.68,"Fuller, Pena and Myers",561.36,17.519999999999982
order_10904,user_2172,2025-04-15,Colombia,mobile,paid_search,Laptop-Gaming-16GB,2.0,176.39,10.0,342.78,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-218.58000000000004
order_10905,user_4054,2025-06-13,Mexico,mobile,social,Sneakers-Urban-42,2.0,107.9,0.0,215.8,Moda,17.21,Greene-Smith,34.42,181.38
order_10906,user_5335,2025-05-25,Argentina,desktop,organic,Sneakers-Urban-42,2.0,260.68,0.0,521.36,Moda,17.21,Greene-Smith,34.42,486.94
order_10907,user_6887,2025-02-26,Colombia,mobile,paid_search,Sneakers-Urban-42,1.0,358.72,10.0,348.72,Moda,17.21,Greene-Smith,17.21,331.51000000000005
order_10908,user_1306,2025-04-11,Mexico,mobile,social,Blender-XL-Red,1.0,107.59,0.0,107.59,Hogar,176.64,Long-Reid,176.64,-69.04999999999998
order_10909,user_775,2025-05-23,Argentina,desktop,social,Phone-Pro-128GB,2.0,32.65,0.0,65.3,Electrónica,10.12,King Ltd,20.24,45.06
order_10910,user_4802,2025-05-11,Colombia,desktop,social,Sneakers-Urban-42,2.0,481.41,5.0,957.82,Moda,17.21,Greene-Smith,34.42,923.4000000000001
order_10911,user_2026,2025-04-14,Mexico,desktop,paid_search,Tablet-Standard-64GB,1.0,84.72,15.0,69.72,Electrónica,25.21,Bowers LLC,25.21,44.51
order_10912,user_6033,2025-05-16,Colombia,mobile,organic,Sneakers-Urban-42,1.0,283.84,0.0,283.84,Moda,17.21,Greene-Smith,17.21,266.63
order_10913,user_5970,2025-04-16,Colombia,desktop,organic,Jacket-Winter-M,2.0,231.18,0.0,462.36,Moda,189.31,Mcmillan-Rhodes,378.62,83.74000000000001
order_10914,user_7626,2025-03-26,Argentina,desktop,paid_search,Tablet-Standard-64GB,2.0,285.34,0.0,570.68,Electrónica,25.21,Bowers LLC,50.42,520.26
order_10915,user_4381,2025-06-19,Colombia,desktop,paid_search,Laptop-Gaming-16GB,1.0,230.62,0.0,230.62,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-50.06
order_10916,user_4868,2025-02-12,Argentina,desktop,paid_search,Laptop-Gaming-16GB,1.0,427.41,10.0,417.41,Electrónica,280.68,"Fuller, Pena and Myers",280.68,136.73000000000002
order_10917,user_2174,2025-06-19,Mexico,desktop,social,Blender-XL-Red,1.0,434.18,5.0,429.18,Hogar,176.64,Long-Reid,176.64,252.54000000000002
order_10918,user_2017,2025-05-17,Argentina,mobile,social,Jacket-Winter-M,2.0,209.12,15.0,403.24,Moda,189.31,Mcmillan-Rhodes,378.62,24.620000000000005
order_10919,user_6015,2025-02-10,Colombia,mobile,paid_search,Laptop-Gaming-16GB,2.0,201.43,0.0,402.86,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-158.5
order_10920,user_7802,2025-02-12,Mexico,mobile,paid_search,Tablet-Standard-64GB,1.0,340.48,0.0,340.48,Electrónica,25.21,Bowers LLC,25.21,315.27000000000004
order_10921,user_4149,2025-01-01,Colombia,desktop,social,Jacket-Winter-M,1.0,425.17,15.0,410.17,Moda,189.31,Mcmillan-Rhodes,189.31,220.86
order_10922,user_7698,2025-01-29,Argentina,mobile,social,Laptop-Gaming-16GB,2.0,453.92,15.0,892.84,Electrónica,280.68,"Fuller, Pena and Myers",561.36,331.48
order_10923,user_7467,2025-02-09,Argentina,desktop,paid_search,Blender-XL-Red,1.0,404.16,0.0,404.16,Hogar,176.64,Long-Reid,176.64,227.52000000000004
order_10924,user_6970,2025-02-23,Argentina,mobile,organic,Vacuum-Pro-Black,1.0,419.75,0.0,419.75,Hogar,16.6,"Rivera, Carr and Finley",16.6,403.15
order_10925,user_6894,2025-05-11,Argentina,desktop,paid_search,Blender-XL-Red,1.0,94.67,5.0,89.67,Hogar,176.64,Long-Reid,176.64,-86.96999999999998
order_10926,user_3191,2025-04-20,Mexico,mobile,organic,Laptop-Gaming-16GB,2.0,263.62,10.0,517.24,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-44.120000000000005
order_10927,user_6016,2025-03-18,Colombia,mobile,social,Tablet-Standard-64GB,2.0,128.63,5.0,252.26,Electrónica,25.21,Bowers LLC,50.42,201.83999999999997
order_10928,user_4444,2025-04-19,Mexico,mobile,social,Blender-XL-Red,1.0,220.6,15.0,205.6,Hogar,176.64,Long-Reid,176.64,28.960000000000008
order_10929,user_5164,2025-04-15,Mexico,desktop,social,Sneakers-Urban-42,1.0,79.92,10.0,69.92,Moda,17.21,Greene-Smith,17.21,52.71
order_10930,user_2940,2025-05-09,Argentina,mobile,social,Phone-Pro-128GB,2.0,412.23,0.0,824.46,Electrónica,10.12,King Ltd,20.24,804.22
order_10931,user_5858,2025-04-13,Argentina,mobile,organic,Tablet-Standard-64GB,2.0,182.32,0.0,364.64,Electrónica,25.21,Bowers LLC,50.42,314.21999999999997
order_10932,user_7557,2025-05-22,Colombia,mobile,paid_search,Blender-XL-Red,2.0,398.65,5.0,792.3,Hogar,176.64,Long-Reid,353.28,439.02
order_10933,user_3,2025-03-10,Mexico,desktop,paid_search,Laptop-Gaming-16GB,2.0,152.71,0.0,305.42,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-255.94
order_10934,user_1897,2025-05-28,Mexico,mobile,paid_search,Blender-XL-Red,1.0,152.99,0.0,152.99,Hogar,176.64,Long-Reid,176.64,-23.649999999999977
order_10935,user_2850,2025-05-28,Colombia,mobile,paid_search,Blender-XL-Red,2.0,336.82,0.0,673.64,Hogar,176.64,Long-Reid,353.28,320.36
order_10936,user_3020,2025-02-07,Argentina,mobile,organic,Jacket-Winter-M,1.0,224.17,15.0,209.17,Moda,189.31,Mcmillan-Rhodes,189.31,19.859999999999985
order_10937,user_6324,2025-04-02,Colombia,desktop,organic,Jacket-Winter-M,2.0,20.82,0.0,41.64,Moda,189.31,Mcmillan-Rhodes,378.62,-336.98
order_10938,user_5399,2025-01-21,Mexico,desktop,paid_search,Sneakers-Urban-42,2.0,374.81,0.0,749.62,Moda,17.21,Greene-Smith,34.42,715.2
order_10939,user_667,2025-03-24,Colombia,mobile,social,Blender-XL-Red,1.0,29.94,10.0,19.94,Hogar,176.64,Long-Reid,176.64,-156.7
order_10940,user_3578,2025-06-25,Mexico,desktop,paid_search,Sneakers-Urban-42,2.0,305.12,0.0,610.24,Moda,17.21,Greene-Smith,34.42,575.82
order_10941,user_68,2025-03-26,Mexico,desktop,social,Vacuum-Pro-Black,1.0,483.12,0.0,483.12,Hogar,16.6,"Rivera, Carr and Finley",16.6,466.52
order_10942,user_3415,2025-02-10,Argentina,mobile,organic,Blender-XL-Red,2.0,79.27,0.0,158.54,Hogar,176.64,Long-Reid,353.28,-194.73999999999998
order_10943,user_5306,2025-06-29,Argentina,mobile,social,Jacket-Winter-M,1.0,100.47,0.0,100.47,Moda,189.31,Mcmillan-Rhodes,189.31,-88.84
order_10944,user_2301,2025-03-12,Colombia,mobile,paid_search,Vacuum-Pro-Black,2.0,86.2,0.0,172.4,Hogar,16.6,"Rivera, Carr and Finley",33.2,139.2
order_10945,user_6761,2025-04-28,Mexico,mobile,organic,Sneakers-Urban-42,2.0,47.47,0.0,94.94,Moda,17.21,Greene-Smith,34.42,60.519999999999996
order_10946,user_321,2025-01-23,Mexico,mobile,organic,Blender-XL-Red,2.0,264.3,0.0,528.6,Hogar,176.64,Long-Reid,353.28,175.32000000000005
order_10947,user_6152,2025-01-17,Argentina,desktop,paid_search,Vacuum-Pro-Black,1.0,262.92,0.0,262.92,Hogar,16.6,"Rivera, Carr and Finley",16.6,246.32000000000002
order_10948,user_2857,2025-03-16,Argentina,mobile,organic,Phone-Pro-128GB,1.0,152.33,10.0,142.33,Electrónica,10.12,King Ltd,10.12,132.21
order_10949,user_509,2025-04-09,Argentina,mobile,social,Sneakers-Urban-42,1.0,409.96,0.0,409.96,Moda,17.21,Greene-Smith,17.21,392.75
order_10950,user_2510,2025-02-10,Mexico,desktop,organic,Laptop-Gaming-16GB,2.0,34.57,0.0,69.14,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-492.22
order_10951,user_335,2025-03-24,Mexico,mobile,social,Laptop-Gaming-16GB,1.0,207.61,10.0,197.61,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-83.07
order_10952,user_3667,2025-06-16,Colombia,mobile,paid_search,Blender-XL-Red,2.0,341.06,5.0,677.12,Hogar,176.64,Long-Reid,353.28,323.84000000000003
order_10953,user_4730,2025-06-07,Argentina,mobile,paid_search,Vacuum-Pro-Black,2.0,132.15,0.0,264.3,Hogar,16.6,"Rivera, Carr and Finley",33.2,231.10000000000002
order_10954,user_2679,2025-04-19,Mexico,desktop,paid_search,Blender-XL-Red,1.0,64.22,0.0,64.22,Hogar,176.64,Long-Reid,176.64,-112.41999999999999
order_10955,user_4381,2025-02-27,Colombia,desktop,organic,Laptop-Gaming-16GB,1.0,337.33,0.0,337.33,Electrónica,280.68,"Fuller, Pena and Myers",280.68,56.64999999999998
order_10956,user_7828,2025-04-15,Mexico,desktop,paid_search,Jacket-Winter-M,1.0,400.43,0.0,400.43,Moda,189.31,Mcmillan-Rhodes,189.31,211.12
order_10957,user_3932,2025-03-23,Mexico,desktop,social,Jacket-Winter-M,2.0,164.42,0.0,328.84,Moda,189.31,Mcmillan-Rhodes,378.62,-49.78000000000003
order_10958,user_7135,2025-04-02,Argentina,mobile,organic,Jacket-Winter-M,2.0,29.29,5.0,53.58,Moda,189.31,Mcmillan-Rhodes,378.62,-325.04
order_10959,user_4054,2025-04-22,Mexico,mobile,social,Sneakers-Urban-42,2.0,348.33,5.0,691.66,Moda,17.21,Greene-Smith,34.42,657.24
order_10960,user_6082,2025-01-29,Argentina,mobile,social,Sneakers-Urban-42,2.0,326.38,5.0,647.76,Moda,17.21,Greene-Smith,34.42,613.34
order_10961,user_5220,2025-04-23,Argentina,mobile,organic,Sneakers-Urban-42,1.0,410.41,0.0,410.41,Moda,17.21,Greene-Smith,17.21,393.20000000000005
order_10962,user_4509,2025-04-20,Colombia,desktop,social,Phone-Pro-128GB,1.0,145.89,5.0,140.89,Electrónica,10.12,King Ltd,10.12,130.76999999999998
order_10963,user_6270,2025-01-03,Argentina,desktop,organic,Phone-Pro-128GB,2.0,182.54,10.0,355.08,Electrónica,10.12,King Ltd,20.24,334.84
order_10964,user_171,2025-01-13,Argentina,mobile,paid_search,Jacket-Winter-M,1.0,144.91,15.0,129.91,Moda,189.31,Mcmillan-Rhodes,189.31,-59.400000000000006
order_10965,user_3724,2025-02-22,Colombia,mobile,social,Jacket-Winter-M,2.0,221.66,0.0,443.32,Moda,189.31,Mcmillan-Rhodes,378.62,64.69999999999999
order_10966,user_1436,2025-05-10,Argentina,mobile,organic,Blender-XL-Red,1.0,255.78,5.0,250.78,Hogar,176.64,Long-Reid,176.64,74.14000000000001
order_10967,user_7869,2025-01-16,Mexico,desktop,paid_search,Blender-XL-Red,2.0,82.09,5.0,159.18,Hogar,176.64,Long-Reid,353.28,-194.09999999999997
order_10968,user_7547,2025-04-12,Colombia,mobile,organic,Phone-Pro-128GB,1.0,76.4,10.0,66.4,Electrónica,10.12,King Ltd,10.12,56.28000000000001
order_10969,user_712,2025-01-10,Colombia,mobile,organic,Laptop-Gaming-16GB,1.0,228.42,0.0,228.42,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-52.26000000000002
order_10970,user_6826,2025-03-25,Mexico,desktop,paid_search,Laptop-Gaming-16GB,2.0,437.04,0.0,874.08,Electrónica,280.68,"Fuller, Pena and Myers",561.36,312.72
order_10971,user_1502,2025-06-16,Mexico,desktop,social,Vacuum-Pro-Black,1.0,382.62,0.0,382.62,Hogar,16.6,"Rivera, Carr and Finley",16.6,366.02
order_10972,user_2713,2025-02-14,Mexico,desktop,organic,Laptop-Gaming-16GB,2.0,371.4,0.0,742.8,Electrónica,280.68,"Fuller, Pena and Myers",561.36,181.43999999999994
order_10973,user_4746,2025-02-07,Mexico,desktop,organic,Vacuum-Pro-Black,2.0,91.39,10.0,172.78,Hogar,16.6,"Rivera, Carr and Finley",33.2,139.57999999999998
order_10974,user_5610,2025-03-13,Argentina,desktop,organic,Laptop-Gaming-16GB,2.0,488.13,0.0,976.26,Electrónica,280.68,"Fuller, Pena and Myers",561.36,414.9
order_10975,user_1564,2025-02-25,Mexico,mobile,paid_search,Blender-XL-Red,2.0,115.64,10.0,221.28,Hogar,176.64,Long-Reid,353.28,-131.99999999999997
order_10976,user_7280,2025-06-19,Colombia,desktop,social,Phone-Pro-128GB,1.0,70.87,0.0,70.87,Electrónica,10.12,King Ltd,10.12,60.75000000000001
